"GO.ID","Term","Annotated","Significant","Expected","pvalue"
"GO:0019732","antifungal humoral response",10,3,1.13,0.09341
"GO:0160020","positive regulation of ferroptosis",10,3,1.13,0.09341
"GO:0031452","negative regulation of heterochromatin formation",10,3,1.13,0.09341
"GO:0007194","negative regulation of adenylate cyclase activity",10,3,1.13,0.09341
"GO:0071415","cellular response to purine-containing compound",10,3,1.13,0.09341
"GO:0060159","regulation of dopamine receptor signaling pathway",10,3,1.13,0.09341
"GO:0051292","nuclear pore complex assembly",10,3,1.13,0.09341
"GO:0071287","cellular response to manganese ion",10,3,1.13,0.09341
"GO:0034354","'de novo' NAD+ biosynthetic process from L-tryptophan",10,3,1.13,0.09341
"GO:0042416","dopamine biosynthetic process",10,3,1.13,0.09341
"GO:0015937","coenzyme A biosynthetic process",10,3,1.13,0.09341
"GO:0002420","natural killer cell mediated cytotoxicity directed against tumor cell target",10,3,1.13,0.09341
"GO:0045337","farnesyl diphosphate biosynthetic process",10,3,1.13,0.09341
"GO:0061000","negative regulation of dendritic spine development",10,3,1.13,0.09341
"GO:1905665","positive regulation of calcium ion import across plasma membrane",10,3,1.13,0.09341
"GO:0098828","modulation of inhibitory postsynaptic potential",10,3,1.13,0.09341
"GO:0009812","flavonoid metabolic process",10,3,1.13,0.09341
"GO:0051964","negative regulation of synapse assembly",10,3,1.13,0.09341
"GO:0061303","cornea development in camera-type eye",10,3,1.13,0.09341
"GO:0032000","positive regulation of fatty acid beta-oxidation",10,3,1.13,0.09341
"GO:0036337","Fas signaling pathway",10,3,1.13,0.09341
"GO:0033148","positive regulation of intracellular estrogen receptor signaling pathway",10,3,1.13,0.09341
"GO:0001771","immunological synapse formation",10,3,1.13,0.09341
"GO:0070729","cyclic nucleotide transport",10,3,1.13,0.09341
"GO:0098917","retrograde trans-synaptic signaling",10,3,1.13,0.09341
"GO:0010510","regulation of pyruvate decarboxylation to acetyl-CoA",10,3,1.13,0.09341
"GO:0016102","diterpenoid biosynthetic process",10,3,1.13,0.09341
"GO:0008300","isoprenoid catabolic process",10,3,1.13,0.09341
"GO:0001878","response to yeast",10,3,1.13,0.09341
"GO:0090522","vesicle tethering involved in exocytosis",10,3,1.13,0.09341
"GO:0044351","macropinocytosis",10,3,1.13,0.09341
"GO:1904871","positive regulation of protein localization to Cajal body",10,3,1.13,0.09341
"GO:0060075","regulation of resting membrane potential",10,3,1.13,0.09341
"GO:0072089","stem cell proliferation",57,8,6.42,0.09345
"GO:0036010","protein localization to endosome",27,4,3.04,0.09352
"GO:0045747","positive regulation of Notch signaling pathway",42,8,4.73,0.09355
"GO:0072538","T-helper 17 type immune response",70,8,7.88,0.09362
"GO:0046849","bone remodeling",65,6,7.32,0.09379
"GO:0071482","cellular response to light stimulus",101,10,11.37,0.0938
"GO:0042098","T cell proliferation",157,14,17.67,0.09407
"GO:0001666","response to hypoxia",267,36,30.06,0.09479
"GO:0017156","calcium-ion regulated exocytosis",62,16,6.98,0.09583
"GO:0050795","regulation of behavior",83,18,9.34,0.09588
"GO:0048675","axon extension",88,17,9.91,0.09611
"GO:0042755","eating behavior",32,9,3.6,0.09636
"GO:0007212","G protein-coupled dopamine receptor signaling pathway",26,7,2.93,0.09656
"GO:0061351","neural precursor cell proliferation",99,15,11.14,0.09659
"GO:0085020","protein K6-linked ubiquitination",16,4,1.8,0.09684
"GO:0042402","biogenic amine catabolic process",16,4,1.8,0.09684
"GO:0042756","drinking behavior",16,4,1.8,0.09684
"GO:1904044","response to aldosterone",16,4,1.8,0.09684
"GO:0051923","sulfation",16,4,1.8,0.09684
"GO:0090158","endoplasmic reticulum membrane organization",16,4,1.8,0.09684
"GO:2000178","negative regulation of neural precursor cell proliferation",16,4,1.8,0.09684
"GO:0001574","ganglioside biosynthetic process",16,4,1.8,0.09684
"GO:1903358","regulation of Golgi organization",16,4,1.8,0.09684
"GO:0032456","endocytic recycling",104,19,11.71,0.09696
"GO:0051726","regulation of cell cycle",1005,106,113.14,0.09822
"GO:0051453","regulation of intracellular pH",93,17,10.47,0.09945
"GO:1903421","regulation of synaptic vesicle recycling",26,12,2.93,0.09979
"GO:0098927","vesicle-mediated transport between endosomal compartments",46,12,5.18,0.1
"GO:0032467","positive regulation of cytokinesis",42,8,4.73,0.1001
"GO:0070536","protein K63-linked deubiquitination",29,6,3.26,0.1002
"GO:0061049","cell growth involved in cardiac muscle cell development",21,7,2.36,0.10021
"GO:1900015","regulation of cytokine production involved in inflammatory response",65,11,7.32,0.1003
"GO:0006086","pyruvate decarboxylation to acetyl-CoA",15,5,1.69,0.10033
"GO:1900180","regulation of protein localization to nucleus",126,17,14.18,0.10038
"GO:0014047","glutamate secretion",20,5,2.25,0.10038
"GO:1904889","regulation of excitatory synapse assembly",21,5,2.36,0.1004
"GO:0006613","cotranslational protein targeting to membrane",31,6,3.49,0.10041
"GO:0006984","ER-nucleus signaling pathway",49,8,5.52,0.10041
"GO:0071621","granulocyte chemotaxis",103,14,11.6,0.10042
"GO:0090235","regulation of metaphase plate congression",15,4,1.69,0.10043
"GO:0021680","cerebellar Purkinje cell layer development",15,4,1.69,0.10043
"GO:0098868","bone growth",19,4,2.14,0.10047
"GO:0009648","photoperiodism",28,5,3.15,0.10047
"GO:0035821","modulation of process of another organism",110,14,12.38,0.10049
"GO:0046209","nitric oxide metabolic process",76,10,8.56,0.10051
"GO:0099188","postsynaptic cytoskeleton organization",24,4,2.7,0.10052
"GO:0090278","negative regulation of peptide hormone secretion",34,5,3.83,0.10053
"GO:0010171","body morphogenesis",26,4,2.93,0.10054
"GO:0018198","peptidyl-cysteine modification",20,3,2.25,0.10057
"GO:0032647","regulation of interferon-alpha production",29,4,3.26,0.10057
"GO:0001913","T cell mediated cytotoxicity",45,5,5.07,0.10065
"GO:1902106","negative regulation of leukocyte differentiation",104,9,11.71,0.1009
"GO:0030155","regulation of cell adhesion",710,75,79.93,0.10177
"GO:0048519","negative regulation of biological process",5120,566,576.38,0.1021
"GO:0045744","negative regulation of G protein-coupled receptor signaling pathway",69,13,7.77,0.10281
"GO:0071320","cellular response to cAMP",50,9,5.63,0.10366
"GO:0031648","protein destabilization",50,9,5.63,0.10366
"GO:0060348","bone development",122,19,13.73,0.10367
"GO:0090398","cellular senescence",83,14,9.34,0.10382
"GO:0071466","cellular response to xenobiotic stimulus",166,21,18.69,0.10439
"GO:0007528","neuromuscular junction development",43,8,4.84,0.10853
"GO:0009083","branched-chain amino acid catabolic process",23,5,2.59,0.10867
"GO:0090026","positive regulation of monocyte chemotaxis",23,5,2.59,0.10867
"GO:0036092","phosphatidylinositol-3-phosphate biosynthetic process",23,5,2.59,0.10867
"GO:0042733","embryonic digit morphogenesis",23,5,2.59,0.10867
"GO:0032482","Rab protein signal transduction",23,5,2.59,0.10867
"GO:0042219","modified amino acid catabolic process",33,6,3.71,0.1087
"GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway",183,27,20.6,0.11122
"GO:0010467","gene expression",6105,559,687.27,0.11154
"GO:0045666","positive regulation of neuron differentiation",58,10,6.53,0.11177
"GO:0090101","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",141,23,15.87,0.1122
"GO:0021953","central nervous system neuron differentiation",119,24,13.4,0.1122
"GO:0086001","cardiac muscle cell action potential",84,15,9.46,0.1123
"GO:0061620","glycolytic process through glucose-6-phosphate",20,7,2.25,0.11234
"GO:0055017","cardiac muscle tissue growth",58,11,6.53,0.11236
"GO:0106056","regulation of calcineurin-mediated signaling",34,8,3.83,0.11238
"GO:0070571","negative regulation of neuron projection regeneration",13,5,1.46,0.11242
"GO:0099174","regulation of presynapse organization",32,7,3.6,0.11242
"GO:1900373","positive regulation of purine nucleotide biosynthetic process",15,5,1.69,0.11243
"GO:0042745","circadian sleep/wake cycle",24,6,2.7,0.11243
"GO:0098656","monoatomic anion transmembrane transport",139,25,15.65,0.11247
"GO:0051204","protein insertion into mitochondrial membrane",31,6,3.49,0.11248
"GO:0043369","CD4-positive or CD8-positive, alpha-beta T cell lineage commitment",32,6,3.6,0.11248
"GO:0072110","glomerular mesangial cell proliferation",11,3,1.24,0.11252
"GO:0032197","retrotransposition",43,6,4.84,0.11256
"GO:1903578","regulation of ATP metabolic process",70,9,7.88,0.11256
"GO:0006778","porphyrin-containing compound metabolic process",48,6,5.4,0.11259
"GO:0009260","ribonucleotide biosynthetic process",170,19,19.14,0.11264
"GO:0007623","circadian rhythm",198,36,22.29,0.11265
"GO:0072073","kidney epithelium development",108,11,12.16,0.1127
"GO:0043414","macromolecule methylation",127,13,14.3,0.11271
"GO:0061326","renal tubule development",75,7,8.44,0.11271
"GO:0002228","natural killer cell mediated immunity",79,7,8.89,0.11274
"GO:0106106","cold-induced thermogenesis",152,15,17.11,0.11275
"GO:0050879","multicellular organismal movement",56,3,6.3,0.11283
"GO:0032787","monocarboxylic acid metabolic process",564,74,63.49,0.11344
"GO:0098719","sodium ion import across plasma membrane",30,6,3.38,0.11395
"GO:0006515","protein quality control for misfolded or incompletely synthesized proteins",30,6,3.38,0.11395
"GO:0035025","positive regulation of Rho protein signal transduction",30,6,3.38,0.11395
"GO:0007160","cell-matrix adhesion",222,31,24.99,0.1143
"GO:0033043","regulation of organelle organization",1108,150,124.73,0.1145
"GO:0006096","glycolytic process",83,16,9.34,0.11509
"GO:0071542","dopaminergic neuron differentiation",34,8,3.83,0.11551
"GO:0099645","neurotransmitter receptor localization to postsynaptic specialization membrane",36,8,4.05,0.11555
"GO:0097190","apoptotic signaling pathway",495,59,55.72,0.1156
"GO:0007010","cytoskeleton organization",1448,165,163.01,0.11578
"GO:0003085","negative regulation of systemic arterial blood pressure",17,4,1.91,0.11587
"GO:0003376","sphingosine-1-phosphate receptor signaling pathway",17,4,1.91,0.11587
"GO:1904948","midbrain dopaminergic neuron differentiation",17,4,1.91,0.11587
"GO:0035627","ceramide transport",17,4,1.91,0.11587
"GO:0009404","toxin metabolic process",17,4,1.91,0.11587
"GO:0060973","cell migration involved in heart development",17,4,1.91,0.11587
"GO:0010248","establishment or maintenance of transmembrane electrochemical gradient",17,4,1.91,0.11587
"GO:1900221","regulation of amyloid-beta clearance",17,4,1.91,0.11587
"GO:0035556","intracellular signal transduction",2902,358,326.69,0.11661
"GO:0006821","chloride transport",120,22,13.51,0.11713
"GO:0006164","purine nucleotide biosynthetic process",189,26,21.28,0.11767
"GO:0098840","protein transport along microtubule",23,6,2.59,0.11786
"GO:0010880","regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum",32,7,3.6,0.11786
"GO:1900037","regulation of cellular response to hypoxia",23,5,2.59,0.11801
"GO:0044706","multi-multicellular organism process",152,19,17.11,0.11808
"GO:0033604","negative regulation of catecholamine secretion",11,3,1.24,0.1181
"GO:0033605","positive regulation of catecholamine secretion",11,3,1.24,0.1181
"GO:0032230","positive regulation of synaptic transmission, GABAergic",11,3,1.24,0.1181
"GO:0000338","protein deneddylation",11,3,1.24,0.1181
"GO:0071361","cellular response to ethanol",11,3,1.24,0.1181
"GO:0051256","mitotic spindle midzone assembly",11,3,1.24,0.1181
"GO:0007620","copulation",11,3,1.24,0.1181
"GO:0071872","cellular response to epinephrine stimulus",11,3,1.24,0.1181
"GO:1990403","embryonic brain development",11,3,1.24,0.1181
"GO:0042436","indole-containing compound catabolic process",11,3,1.24,0.1181
"GO:0009169","purine ribonucleoside monophosphate catabolic process",11,3,1.24,0.1181
"GO:1902633","1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate metabolic process",11,3,1.24,0.1181
"GO:1905671","regulation of lysosome organization",11,3,1.24,0.1181
"GO:0036035","osteoclast development",11,3,1.24,0.1181
"GO:0070307","lens fiber cell development",11,3,1.24,0.1181
"GO:0090161","Golgi ribbon formation",11,3,1.24,0.1181
"GO:0097264","self proteolysis",11,3,1.24,0.1181
"GO:0010766","negative regulation of sodium ion transport",11,3,1.24,0.1181
"GO:0006995","cellular response to nitrogen starvation",11,3,1.24,0.1181
"GO:0070200","establishment of protein localization to telomere",11,3,1.24,0.1181
"GO:0010807","regulation of synaptic vesicle priming",11,3,1.24,0.1181
"GO:0016185","synaptic vesicle budding from presynaptic endocytic zone membrane",11,3,1.24,0.1181
"GO:0042939","tripeptide transport",11,3,1.24,0.1181
"GO:0048149","behavioral response to ethanol",11,3,1.24,0.1181
"GO:0048227","plasma membrane to endosome transport",11,3,1.24,0.1181
"GO:0034620","cellular response to unfolded protein",103,13,11.6,0.11815
"GO:0032511","late endosome to vacuole transport via multivesicular body sorting pathway",27,4,3.04,0.11822
"GO:1901739","regulation of myoblast fusion",58,4,6.53,0.11872
"GO:0032731","positive regulation of interleukin-1 beta production",59,10,6.64,0.12176
"GO:0006904","vesicle docking involved in exocytosis",37,10,4.17,0.12448
"GO:0048678","response to axon injury",57,11,6.42,0.12474
"GO:0046597","host-mediated suppression of symbiont invasion",24,5,2.7,0.12522
"GO:0090314","positive regulation of protein targeting to membrane",24,5,2.7,0.12522
"GO:1990542","mitochondrial transmembrane transport",24,5,2.7,0.12522
"GO:0040019","positive regulation of embryonic development",24,5,2.7,0.12522
"GO:0016486","peptide hormone processing",36,6,4.05,0.1253
"GO:0006611","protein export from nucleus",54,8,6.08,0.1253
"GO:0003407","neural retina development",56,7,6.3,0.12556
"GO:0009755","hormone-mediated signaling pathway",204,27,22.97,0.12705
"GO:0046034","ATP metabolic process",212,31,23.87,0.12747
"GO:0001837","epithelial to mesenchymal transition",157,21,17.67,0.12839
"GO:0042220","response to cocaine",42,8,4.73,0.12841
"GO:0006099","tricarboxylic acid cycle",31,6,3.49,0.12859
"GO:1905606","regulation of presynapse assembly",31,6,3.49,0.12859
"GO:0099170","postsynaptic modulation of chemical synaptic transmission",31,6,3.49,0.12859
"GO:0090263","positive regulation of canonical Wnt signaling pathway",105,16,11.82,0.12887
"GO:0007275","multicellular organism development",3829,500,431.05,0.12899
"GO:0006446","regulation of translational initiation",89,10,10.02,0.1292
"GO:0044782","cilium organization",421,55,47.39,0.13526
"GO:0008104","intracellular protein localization",2258,333,254.19,0.13579
"GO:0099504","synaptic vesicle cycle",208,55,23.42,0.136
"GO:0070306","lens fiber cell differentiation",29,7,3.26,0.13604
"GO:0007605","sensory perception of sound",119,19,13.4,0.13613
"GO:0032288","myelin assembly",18,4,2.03,0.13638
"GO:0048854","brain morphogenesis",18,4,2.03,0.13638
"GO:0055119","relaxation of cardiac muscle",18,4,2.03,0.13638
"GO:1901096","regulation of autophagosome maturation",18,4,2.03,0.13638
"GO:0038166","angiotensin-activated signaling pathway",18,4,2.03,0.13638
"GO:0008090","retrograde axonal transport",18,4,2.03,0.13638
"GO:0050765","negative regulation of phagocytosis",18,4,2.03,0.13638
"GO:1904294","positive regulation of ERAD pathway",18,4,2.03,0.13638
"GO:0021517","ventral spinal cord development",18,4,2.03,0.13638
"GO:0031646","positive regulation of nervous system process",39,6,4.39,0.13646
"GO:1900181","negative regulation of protein localization to nucleus",32,5,3.6,0.1365
"GO:2000036","regulation of stem cell population maintenance",70,8,7.88,0.13675
"GO:0044283","small molecule biosynthetic process",571,77,64.28,0.13833
"GO:0050807","regulation of synapse organization",304,55,34.22,0.13847
"GO:1901701","cellular response to oxygen-containing compound",1087,152,122.37,0.13863
"GO:0010638","positive regulation of organelle organization",462,70,52.01,0.13908
"GO:0051384","response to glucocorticoid",115,18,12.95,0.13919
"GO:0033500","carbohydrate homeostasis",222,31,24.99,0.13921
