GO_ID	Term	Ontology	clusterProfiler_BH_FDR	clusterProfiler_raw_pvalue	clusterProfiler_FoldEnrichment	clusterProfiler_DE_gene_count	topGO_raw_pvalue	topGO_Annotated	topGO_DE_gene_count	topGO_Expected_DE_genes	gProfiler_Up_FDR	gProfiler_Up_intersection_size	gProfiler_Down_FDR	gProfiler_Down_intersection_size	Methods significantly enriched	Methods included	Significant method(s)	clusterProfiler_included	topGO_included	gProfiler_included	clusterProfiler_significant	topGO_significant	gProfiler_significant
GO:2000781	positive regulation of double-strand break repair	GO:BP					0.77046	99.0	10.0	11.14					0	1		False	True	False	False	False	False
GO:1901224	positive regulation of non-canonical NF-kappaB signal transduction	GO:BP					0.77053	56.0	5.0	6.3					0	1		False	True	False	False	False	False
GO:0046329	negative regulation of JNK cascade	GO:BP					0.77061	35.0	3.0	3.94					0	1		False	True	False	False	False	False
GO:0030330	DNA damage response, signal transduction by p53 class mediator	GO:BP					0.77063	71.0	7.0	7.99					0	1		False	True	False	False	False	False
GO:0015711	organic anion transport	GO:BP					0.77092	425.0	61.0	47.84					0	1		False	True	False	False	False	False
GO:0009612	response to mechanical stimulus	GO:BP					0.77433	193.0	26.0	21.73					0	1		False	True	False	False	False	False
GO:0043124	negative regulation of canonical NF-kappaB signal transduction	GO:BP					0.77725	87.0	8.0	9.79					0	1		False	True	False	False	False	False
GO:0051607	defense response to virus	GO:BP					0.77846	291.0	30.0	32.76					0	1		False	True	False	False	False	False
GO:0010468	regulation of gene expression	GO:BP					0.78154	4666.0	445.0	525.27					0	1		False	True	False	False	False	False
GO:0051028	mRNA transport	GO:BP					0.78477	130.0	11.0	14.63					0	1		False	True	False	False	False	False
GO:0010038	response to metal ion	GO:BP					0.78637	298.0	44.0	33.55					0	1		False	True	False	False	False	False
GO:0046718	symbiont entry into host cell	GO:BP					0.78726	129.0	13.0	14.52					0	1		False	True	False	False	False	False
GO:0008589	regulation of smoothened signaling pathway	GO:BP					0.78729	74.0	14.0	8.33					0	1		False	True	False	False	False	False
GO:0043536	positive regulation of blood vessel endothelial cell migration	GO:BP					0.78733	60.0	5.0	6.75					0	1		False	True	False	False	False	False
GO:0043087	regulation of GTPase activity	GO:BP					0.7878	116.0	19.0	13.06					0	1		False	True	False	False	False	False
GO:2000785	regulation of autophagosome assembly	GO:BP					0.7878	45.0	8.0	5.07					0	1		False	True	False	False	False	False
GO:0071357	cellular response to type I interferon	GO:BP					0.78781	109.0	9.0	12.27					0	1		False	True	False	False	False	False
GO:0008156	negative regulation of DNA replication	GO:BP					0.788	28.0	5.0	3.15					0	1		False	True	False	False	False	False
GO:1903725	regulation of phospholipid metabolic process	GO:BP					0.788	37.0	6.0	4.17					0	1		False	True	False	False	False	False
GO:0046173	polyol biosynthetic process	GO:BP					0.78807	58.0	8.0	6.53					0	1		False	True	False	False	False	False
GO:0030177	positive regulation of Wnt signaling pathway	GO:BP					0.78816	137.0	20.0	15.42					0	1		False	True	False	False	False	False
GO:0072012	glomerulus vasculature development	GO:BP					0.78816	27.0	4.0	3.04					0	1		False	True	False	False	False	False
GO:0050810	regulation of steroid biosynthetic process	GO:BP					0.78818	72.0	9.0	8.11					0	1		False	True	False	False	False	False
GO:0170034	L-amino acid biosynthetic process	GO:BP					0.78819	46.0	6.0	5.18					0	1		False	True	False	False	False	False
GO:0032835	glomerulus development	GO:BP					0.78826	58.0	7.0	6.53					0	1		False	True	False	False	False	False
GO:0048333	mesodermal cell differentiation	GO:BP					0.78827	23.0	3.0	2.59					0	1		False	True	False	False	False	False
GO:0005979	regulation of glycogen biosynthetic process	GO:BP					0.78835	27.0	3.0	3.04					0	1		False	True	False	False	False	False
GO:0006691	leukotriene metabolic process	GO:BP					0.78839	29.0	3.0	3.26					0	1		False	True	False	False	False	False
GO:0000054	ribosomal subunit export from nucleus	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0000101	sulfur amino acid transport	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0001682	tRNA 5'-leader removal	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0001765	membrane raft assembly	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0001780	neutrophil homeostasis	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0002486	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0002902	regulation of B cell apoptotic process	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0006054	N-acetylneuraminate metabolic process	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0006563	L-serine metabolic process	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0007100	mitotic centrosome separation	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0007530	sex determination	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0009791	post-embryonic development	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0010572	positive regulation of platelet activation	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0010745	negative regulation of macrophage derived foam cell differentiation	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0010867	positive regulation of triglyceride biosynthetic process	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0010944	negative regulation of transcription by competitive promoter binding	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0014821	phasic smooth muscle contraction	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0015838	amino-acid betaine transport	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0030318	melanocyte differentiation	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0030889	negative regulation of B cell proliferation	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0031274	positive regulation of pseudopodium assembly	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0031293	membrane protein intracellular domain proteolysis	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0032780	negative regulation of ATP-dependent activity	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0032933	SREBP signaling pathway	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0034088	maintenance of mitotic sister chromatid cohesion	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0034372	very-low-density lipoprotein particle remodeling	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0035771	interleukin-4-mediated signaling pathway	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0036006	cellular response to macrophage colony-stimulating factor stimulus	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0042362	fat-soluble vitamin biosynthetic process	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0043392	negative regulation of DNA binding	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0043501	skeletal muscle adaptation	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0043506	regulation of JUN kinase activity	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0045006	DNA deamination	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0046761	viral budding from plasma membrane	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0048023	positive regulation of melanin biosynthetic process	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0048266	behavioral response to pain	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0051610	serotonin uptake	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0060117	auditory receptor cell development	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0060456	positive regulation of digestive system process	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0070294	renal sodium ion absorption	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0070486	leukocyte aggregation	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0070493	thrombin-activated receptor signaling pathway	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0071360	cellular response to exogenous dsRNA	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0071472	cellular response to salt stress	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0072070	loop of Henle development	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0090103	cochlea morphogenesis	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0098712	L-glutamate import across plasma membrane	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0099545	trans-synaptic signaling by trans-synaptic complex	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0110095	cellular detoxification of aldehyde	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:1901298	regulation of hydrogen peroxide-mediated programmed cell death	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:1901533	negative regulation of hematopoietic progenitor cell differentiation	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:1901993	regulation of meiotic cell cycle phase transition	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:1902953	positive regulation of ER to Golgi vesicle-mediated transport	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:1903251	multi-ciliated epithelial cell differentiation	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:1904037	positive regulation of epithelial cell apoptotic process	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:1905063	regulation of vascular associated smooth muscle cell differentiation	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:2000234	positive regulation of rRNA processing	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:2000272	negative regulation of signaling receptor activity	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:2001046	positive regulation of integrin-mediated signaling pathway	GO:BP					0.78843	13.0	1.0	1.46					0	1		False	True	False	False	False	False
GO:0032964	collagen biosynthetic process	GO:BP					0.78846	50.0	5.0	5.63					0	1		False	True	False	False	False	False
GO:2000107	negative regulation of leukocyte apoptotic process	GO:BP					0.78847	33.0	3.0	3.71					0	1		False	True	False	False	False	False
GO:0003272	endocardial cushion formation	GO:BP					0.78849	25.0	2.0	2.81					0	1		False	True	False	False	False	False
GO:0043065	positive regulation of apoptotic process	GO:BP					0.78851	443.0	43.0	49.87					0	1		False	True	False	False	False	False
GO:0046425	regulation of receptor signaling pathway via JAK-STAT	GO:BP					0.78863	76.0	7.0	8.56					0	1		False	True	False	False	False	False
GO:0030521	androgen receptor signaling pathway	GO:BP					0.7887	44.0	3.0	4.95					0	1		False	True	False	False	False	False
GO:1990845	adaptive thermogenesis	GO:BP					0.78882	165.0	16.0	18.57					0	1		False	True	False	False	False	False
GO:0060294	cilium movement involved in cell motility	GO:BP					0.78886	229.0	23.0	25.78					0	1		False	True	False	False	False	False
GO:2001235	positive regulation of apoptotic signaling pathway	GO:BP					0.78901	103.0	8.0	11.6					0	1		False	True	False	False	False	False
GO:0042692	muscle cell differentiation	GO:BP					0.78931	339.0	33.0	38.16					0	1		False	True	False	False	False	False
GO:0060041	retina development in camera-type eye	GO:BP					0.78933	97.0	11.0	10.92					0	1		False	True	False	False	False	False
GO:0045621	positive regulation of lymphocyte differentiation	GO:BP					0.78938	112.0	7.0	12.61					0	1		False	True	False	False	False	False
GO:0061982	meiosis I cell cycle process	GO:BP					0.78943	123.0	8.0	13.85					0	1		False	True	False	False	False	False
GO:0007339	binding of sperm to zona pellucida	GO:BP					0.78956	25.0	2.0	2.81					0	1		False	True	False	False	False	False
GO:0008209	androgen metabolic process	GO:BP					0.78956	25.0	2.0	2.81					0	1		False	True	False	False	False	False
GO:0010458	exit from mitosis	GO:BP					0.78956	25.0	2.0	2.81					0	1		False	True	False	False	False	False
GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	GO:BP					0.78956	25.0	2.0	2.81					0	1		False	True	False	False	False	False
GO:0045672	positive regulation of osteoclast differentiation	GO:BP					0.78956	25.0	2.0	2.81					0	1		False	True	False	False	False	False
GO:0046339	diacylglycerol metabolic process	GO:BP					0.78956	25.0	2.0	2.81					0	1		False	True	False	False	False	False
GO:0046599	regulation of centriole replication	GO:BP					0.78956	25.0	2.0	2.81					0	1		False	True	False	False	False	False
GO:1900745	positive regulation of p38MAPK cascade	GO:BP					0.78956	25.0	2.0	2.81					0	1		False	True	False	False	False	False
GO:2000042	negative regulation of double-strand break repair via homologous recombination	GO:BP					0.78956	25.0	2.0	2.81					0	1		False	True	False	False	False	False
GO:1901135	carbohydrate derivative metabolic process	GO:BP					0.78983	947.0	99.0	106.61					0	1		False	True	False	False	False	False
GO:0045071	negative regulation of viral genome replication	GO:BP					0.79071	47.0	4.0	5.29					0	1		False	True	False	False	False	False
GO:0035194	regulatory ncRNA-mediated post-transcriptional gene silencing	GO:BP					0.7908	215.0	11.0	24.2					0	1		False	True	False	False	False	False
GO:1901652	response to peptide	GO:BP					0.79108	801.0	76.0	90.17					0	1		False	True	False	False	False	False
GO:0001960	negative regulation of cytokine-mediated signaling pathway	GO:BP					0.79121	86.0	7.0	9.68					0	1		False	True	False	False	False	False
GO:0000381	regulation of alternative mRNA splicing, via spliceosome	GO:BP					0.79198	68.0	6.0	7.66					0	1		False	True	False	False	False	False
GO:0070301	cellular response to hydrogen peroxide	GO:BP					0.79661	58.0	5.0	6.53					0	1		False	True	False	False	False	False
GO:0010506	regulation of autophagy	GO:BP					0.79803	353.0	56.0	39.74					0	1		False	True	False	False	False	False
GO:0043434	response to peptide hormone	GO:BP					0.7997	407.0	54.0	45.82					0	1		False	True	False	False	False	False
GO:0009967	positive regulation of signal transduction	GO:BP					0.80172	1497.0	189.0	168.52					0	1		False	True	False	False	False	False
GO:0007259	cell surface receptor signaling pathway via JAK-STAT	GO:BP					0.80285	133.0	13.0	14.97					0	1		False	True	False	False	False	False
GO:0120163	negative regulation of cold-induced thermogenesis	GO:BP					0.80431	48.0	4.0	5.4					0	1		False	True	False	False	False	False
GO:1902459	positive regulation of stem cell population maintenance	GO:BP					0.80431	48.0	4.0	5.4					0	1		False	True	False	False	False	False
GO:0001889	liver development	GO:BP					0.80441	86.0	8.0	9.68					0	1		False	True	False	False	False	False
GO:0001818	negative regulation of cytokine production	GO:BP					0.80666	294.0	25.0	33.1					0	1		False	True	False	False	False	False
GO:0051899	membrane depolarization	GO:BP					0.80676	94.0	13.0	10.58					0	1		False	True	False	False	False	False
GO:0097191	extrinsic apoptotic signaling pathway	GO:BP					0.80718	180.0	21.0	20.26					0	1		False	True	False	False	False	False
GO:0032740	positive regulation of interleukin-17 production	GO:BP					0.8076	26.0	2.0	2.93					0	1		False	True	False	False	False	False
GO:0045907	positive regulation of vasoconstriction	GO:BP					0.8076	26.0	2.0	2.93					0	1		False	True	False	False	False	False
GO:0050995	negative regulation of lipid catabolic process	GO:BP					0.8076	26.0	2.0	2.93					0	1		False	True	False	False	False	False
GO:0097421	liver regeneration	GO:BP					0.8076	26.0	2.0	2.93					0	1		False	True	False	False	False	False
GO:0002639	positive regulation of immunoglobulin production	GO:BP					0.80788	45.0	3.0	5.07					0	1		False	True	False	False	False	False
GO:0030316	osteoclast differentiation	GO:BP					0.8079	90.0	8.0	10.13					0	1		False	True	False	False	False	False
GO:0017157	regulation of exocytosis	GO:BP					0.8101	173.0	31.0	19.48					0	1		False	True	False	False	False	False
GO:0048545	response to steroid hormone	GO:BP					0.8106	305.0	43.0	34.34					0	1		False	True	False	False	False	False
GO:0050770	regulation of axonogenesis	GO:BP					0.81068	104.0	20.0	11.71					0	1		False	True	False	False	False	False
GO:0050900	leukocyte migration	GO:BP					0.81091	329.0	44.0	37.04					0	1		False	True	False	False	False	False
GO:0006835	dicarboxylic acid transport	GO:BP					0.81106	87.0	16.0	9.79					0	1		False	True	False	False	False	False
GO:0042417	dopamine metabolic process	GO:BP					0.81125	34.0	9.0	3.83					0	1		False	True	False	False	False	False
GO:0007600	sensory perception	GO:BP					0.81167	669.0	78.0	75.31					0	1		False	True	False	False	False	False
GO:0000422	autophagy of mitochondrion	GO:BP					0.81174	112.0	15.0	12.61					0	1		False	True	False	False	False	False
GO:0060997	dendritic spine morphogenesis	GO:BP					0.81176	60.0	9.0	6.75					0	1		False	True	False	False	False	False
GO:0007585	respiratory gaseous exchange by respiratory system	GO:BP					0.81182	36.0	6.0	4.05					0	1		False	True	False	False	False	False
GO:1902275	regulation of chromatin organization	GO:BP					0.81191	32.0	5.0	3.6					0	1		False	True	False	False	False	False
GO:0050000	chromosome localization	GO:BP					0.81192	121.0	15.0	13.62					0	1		False	True	False	False	False	False
GO:0046688	response to copper ion	GO:BP					0.81197	35.0	5.0	3.94					0	1		False	True	False	False	False	False
GO:0016477	cell migration	GO:BP					0.81203	1348.0	166.0	151.75					0	1		False	True	False	False	False	False
GO:0042119	neutrophil activation	GO:BP					0.81205	39.0	5.0	4.39					0	1		False	True	False	False	False	False
GO:0010332	response to gamma radiation	GO:BP					0.81215	35.0	4.0	3.94					0	1		False	True	False	False	False	False
GO:0045777	positive regulation of blood pressure	GO:BP					0.81219	28.0	3.0	3.15					0	1		False	True	False	False	False	False
GO:0048261	negative regulation of receptor-mediated endocytosis	GO:BP					0.81221	29.0	3.0	3.26					0	1		False	True	False	False	False	False
GO:0001964	startle response	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0002476	antigen processing and presentation of endogenous peptide antigen via MHC class Ib	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0006264	mitochondrial DNA replication	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0006555	methionine metabolic process	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0006878	intracellular copper ion homeostasis	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0015671	oxygen transport	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0023035	CD40 signaling pathway	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0031069	hair follicle morphogenesis	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0033194	response to hydroperoxide	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0034374	low-density lipoprotein particle remodeling	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0034551	mitochondrial respiratory chain complex III assembly	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0040037	negative regulation of fibroblast growth factor receptor signaling pathway	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0042117	monocyte activation	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0042167	heme catabolic process	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0042308	negative regulation of protein import into nucleus	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0042363	fat-soluble vitamin catabolic process	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0042447	hormone catabolic process	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0044241	lipid digestion	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0046185	aldehyde catabolic process	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0046655	folic acid metabolic process	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0048026	positive regulation of mRNA splicing, via spliceosome	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0048311	mitochondrion distribution	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0055089	fatty acid homeostasis	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0060252	positive regulation of glial cell proliferation	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0060546	negative regulation of necroptotic process	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0060633	negative regulation of transcription initiation by RNA polymerase II	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0070314	G1 to G0 transition	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0071578	zinc ion import across plasma membrane	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0072075	metanephric mesenchyme development	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0090136	epithelial cell-cell adhesion	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0090209	negative regulation of triglyceride metabolic process	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:0090370	negative regulation of cholesterol efflux	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:1901201	regulation of extracellular matrix assembly	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:1901385	regulation of voltage-gated calcium channel activity	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:1904380	endoplasmic reticulum mannose trimming	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:1904688	regulation of cytoplasmic translational initiation	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:2000644	regulation of receptor catabolic process	GO:BP					0.81226	14.0	1.0	1.58					0	1		False	True	False	False	False	False
GO:1902235	regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	GO:BP					0.81227	32.0	3.0	3.6					0	1		False	True	False	False	False	False
GO:0061384	heart trabecula morphogenesis	GO:BP					0.81229	24.0	2.0	2.7					0	1		False	True	False	False	False	False
GO:0030194	positive regulation of blood coagulation	GO:BP					0.81233	26.0	2.0	2.93					0	1		False	True	False	False	False	False
GO:0019076	viral release from host cell	GO:BP					0.81237	28.0	2.0	3.15					0	1		False	True	False	False	False	False
GO:0042255	ribosome assembly	GO:BP					0.81238	64.0	6.0	7.2					0	1		False	True	False	False	False	False
GO:0003281	ventricular septum development	GO:BP					0.81239	47.0	4.0	5.29					0	1		False	True	False	False	False	False
GO:0042180	ketone metabolic process	GO:BP					0.81239	198.0	21.0	22.29					0	1		False	True	False	False	False	False
GO:0006308	DNA catabolic process	GO:BP					0.81241	30.0	2.0	3.38					0	1		False	True	False	False	False	False
GO:0043247	telomere maintenance in response to DNA damage	GO:BP					0.81241	30.0	2.0	3.38					0	1		False	True	False	False	False	False
GO:0033077	T cell differentiation in thymus	GO:BP					0.81255	55.0	4.0	6.19					0	1		False	True	False	False	False	False
GO:0001935	endothelial cell proliferation	GO:BP					0.81267	141.0	13.0	15.87					0	1		False	True	False	False	False	False
GO:0003341	cilium movement	GO:BP					0.81271	258.0	26.0	29.04					0	1		False	True	False	False	False	False
GO:0033344	cholesterol efflux	GO:BP					0.81281	59.0	3.0	6.64					0	1		False	True	False	False	False	False
GO:0140013	meiotic nuclear division	GO:BP					0.81402	164.0	8.0	18.46					0	1		False	True	False	False	False	False
GO:0090307	mitotic spindle assembly	GO:BP					0.81684	73.0	8.0	8.22					0	1		False	True	False	False	False	False
GO:0051338	regulation of transferase activity	GO:BP					0.81686	278.0	31.0	31.3					0	1		False	True	False	False	False	False
GO:0033574	response to testosterone	GO:BP					0.81715	38.0	3.0	4.28					0	1		False	True	False	False	False	False
GO:0061053	somite development	GO:BP					0.81715	38.0	3.0	4.28					0	1		False	True	False	False	False	False
GO:0071398	cellular response to fatty acid	GO:BP					0.81715	38.0	3.0	4.28					0	1		False	True	False	False	False	False
GO:0006968	cellular defense response	GO:BP					0.81719	49.0	4.0	5.52					0	1		False	True	False	False	False	False
GO:0030225	macrophage differentiation	GO:BP					0.81719	49.0	4.0	5.52					0	1		False	True	False	False	False	False
GO:0032722	positive regulation of chemokine production	GO:BP					0.82031	60.0	5.0	6.75					0	1		False	True	False	False	False	False
GO:0006952	defense response	GO:BP					0.8204	1699.0	180.0	191.26					0	1		False	True	False	False	False	False
GO:0017148	negative regulation of translation	GO:BP					0.82091	150.0	14.0	16.89					0	1		False	True	False	False	False	False
GO:0006906	vesicle fusion	GO:BP					0.82214	127.0	22.0	14.3					0	1		False	True	False	False	False	False
GO:0070633	transepithelial transport	GO:BP					0.82409	39.0	4.0	4.39					0	1		False	True	False	False	False	False
GO:0007288	sperm axoneme assembly	GO:BP					0.82424	27.0	2.0	3.04					0	1		False	True	False	False	False	False
GO:0045724	positive regulation of cilium assembly	GO:BP					0.82424	27.0	2.0	3.04					0	1		False	True	False	False	False	False
GO:0044273	sulfur compound catabolic process	GO:BP					0.82427	37.0	3.0	4.17					0	1		False	True	False	False	False	False
GO:0000077	DNA damage checkpoint signaling	GO:BP					0.82477	109.0	9.0	12.27					0	1		False	True	False	False	False	False
GO:0045089	positive regulation of innate immune response	GO:BP					0.82488	379.0	39.0	42.67					0	1		False	True	False	False	False	False
GO:0033554	cellular response to stress	GO:BP					0.82607	1793.0	194.0	201.85					0	1		False	True	False	False	False	False
GO:0006869	lipid transport	GO:BP					0.8279	428.0	51.0	48.18					0	1		False	True	False	False	False	False
GO:0044272	sulfur compound biosynthetic process	GO:BP					0.82834	114.0	20.0	12.83					0	1		False	True	False	False	False	False
GO:0051301	cell division	GO:BP					0.82899	612.0	69.0	68.9					0	1		False	True	False	False	False	False
GO:0050727	regulation of inflammatory response	GO:BP					0.82946	380.0	46.0	42.78					0	1		False	True	False	False	False	False
GO:0048584	positive regulation of response to stimulus	GO:BP					0.82986	2215.0	267.0	249.35					0	1		False	True	False	False	False	False
GO:0042176	regulation of protein catabolic process	GO:BP					0.83053	391.0	60.0	44.02					0	1		False	True	False	False	False	False
GO:0051047	positive regulation of secretion	GO:BP					0.83066	290.0	48.0	32.65					0	1		False	True	False	False	False	False
GO:0032981	mitochondrial respiratory chain complex I assembly	GO:BP					0.83077	39.0	3.0	4.39					0	1		False	True	False	False	False	False
GO:0035567	non-canonical Wnt signaling pathway	GO:BP					0.8323	63.0	13.0	7.09					0	1		False	True	False	False	False	False
GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	GO:BP					0.83271	129.0	18.0	14.52					0	1		False	True	False	False	False	False
GO:0060395	SMAD protein signal transduction	GO:BP					0.83287	84.0	12.0	9.46					0	1		False	True	False	False	False	False
GO:0014003	oligodendrocyte development	GO:BP					0.8329	32.0	6.0	3.6					0	1		False	True	False	False	False	False
GO:0055078	sodium ion homeostasis	GO:BP					0.83311	43.0	6.0	4.84					0	1		False	True	False	False	False	False
